Operacao,Estrutura,k,Esparsidade,Tempo_ns,Memoria_Bytes
SET,Hash,741,1.8525e-06,187604,769008
SET,Tree,741,1.8525e-06,527092,210680
GET,Hash,741,1.8525e-06,30372,0
GET,Tree,741,1.8525e-06,121649,0
SOMA,Hash,751,1.8775e-06,754468,904128
SOMA,Tree,751,1.8775e-06,1260366,422016
MULT,Hash,751,1.8775e-06,271586,645584
MULT,Tree,751,1.8775e-06,160911,8752
TRANS,Hash,751,1.8775e-06,20,0
TRANS,Tree,751,1.8775e-06,25,0
ESCALAR,Hash,751,1.8775e-06,57765,0
ESCALAR,Tree,751,1.8775e-06,21948,0
SET,Hash,751,1.8775e-06,192354,770288
SET,Tree,751,1.8775e-06,540838,213560
GET,Hash,751,1.8775e-06,29584,0
GET,Tree,751,1.8775e-06,124748,0
SOMA,Hash,761,1.9025e-06,742456,906688
SOMA,Tree,761,1.9025e-06,1267698,425840
MULT,Hash,761,1.9025e-06,243039,642976
MULT,Tree,761,1.9025e-06,151495,5184
TRANS,Hash,761,1.9025e-06,20,0
TRANS,Tree,761,1.9025e-06,31,0
ESCALAR,Hash,761,1.9025e-06,57593,0
ESCALAR,Tree,761,1.9025e-06,21794,0
SET,Hash,761,1.9025e-06,197714,771568
SET,Tree,761,1.9025e-06,546021,216528
GET,Hash,761,1.9025e-06,31254,0
GET,Tree,761,1.9025e-06,127395,0
SOMA,Hash,771,1.9275e-06,769180,909248
SOMA,Tree,771,1.9275e-06,1307460,432480
MULT,Hash,771,1.9275e-06,247798,645840
MULT,Tree,771,1.9275e-06,165343,9240
TRANS,Hash,771,1.9275e-06,20,0
TRANS,Tree,771,1.9275e-06,27,0
ESCALAR,Hash,771,1.9275e-06,58458,0
ESCALAR,Tree,771,1.9275e-06,22651,0
SET,Hash,771,1.9275e-06,193851,772848
SET,Tree,771,1.9275e-06,541627,219144
GET,Hash,771,1.9275e-06,30884,0
GET,Tree,771,1.9275e-06,127641,0
SOMA,Hash,781,1.9525e-06,771767,911808
SOMA,Tree,781,1.9525e-06,1307378,439384
MULT,Hash,781,1.9525e-06,247769,645840
MULT,Tree,781,1.9525e-06,173505,9416
TRANS,Hash,781,1.9525e-06,19,0
TRANS,Tree,781,1.9525e-06,23,0
ESCALAR,Hash,781,1.9525e-06,59027,0
ESCALAR,Tree,781,1.9525e-06,22927,0
SET,Hash,781,1.9525e-06,195934,774128
SET,Tree,781,1.9525e-06,568635,221848
GET,Hash,781,1.9525e-06,33176,0
GET,Tree,781,1.9525e-06,133777,0
SOMA,Hash,791,1.9775e-06,727952,914368
SOMA,Tree,791,1.9775e-06,1330477,444704
MULT,Hash,791,1.9775e-06,256838,646992
MULT,Tree,791,1.9775e-06,174386,11920
TRANS,Hash,791,1.9775e-06,26,0
TRANS,Tree,791,1.9775e-06,25,0
ESCALAR,Hash,791,1.9775e-06,57685,0
ESCALAR,Tree,791,1.9775e-06,23044,0
SET,Hash,791,1.9775e-06,207123,775408
SET,Tree,791,1.9775e-06,581914,225608
GET,Hash,791,1.9775e-06,33387,0
GET,Tree,791,1.9775e-06,132514,0
SOMA,Hash,801,2.0025e-06,762190,916928
SOMA,Tree,801,2.0025e-06,1333529,450464
MULT,Hash,801,2.0025e-06,254331,646480
MULT,Tree,801,2.0025e-06,175977,10680
TRANS,Hash,801,2.0025e-06,20,0
TRANS,Tree,801,2.0025e-06,22,0
ESCALAR,Hash,801,2.0025e-06,58658,0
ESCALAR,Tree,801,2.0025e-06,23231,0
SET,Hash,801,2.0025e-06,209051,776688
SET,Tree,801,2.0025e-06,562564,228400
GET,Hash,801,2.0025e-06,33332,0
GET,Tree,801,2.0025e-06,130685,0
SOMA,Hash,811,2.0275e-06,783413,919488
SOMA,Tree,811,2.0275e-06,1385180,455872
MULT,Hash,811,2.0275e-06,250316,645968
MULT,Tree,811,2.0275e-06,172581,9792
TRANS,Hash,811,2.0275e-06,20,0
TRANS,Tree,811,2.0275e-06,31,0
ESCALAR,Hash,811,2.0275e-06,57445,0
ESCALAR,Tree,811,2.0275e-06,23457,0
SET,Hash,811,2.0275e-06,202231,777968
SET,Tree,811,2.0275e-06,583445,230928
GET,Hash,811,2.0275e-06,33602,0
GET,Tree,811,2.0275e-06,135783,0
SOMA,Hash,821,2.0525e-06,737830,922048
SOMA,Tree,821,2.0525e-06,1381817,461544
MULT,Hash,821,2.0525e-06,247858,643616
MULT,Tree,821,2.0525e-06,168636,6624
TRANS,Hash,821,2.0525e-06,20,0
TRANS,Tree,821,2.0525e-06,22,0
ESCALAR,Hash,821,2.0525e-06,58271,0
ESCALAR,Tree,821,2.0525e-06,24205,0
SET,Hash,821,2.0525e-06,202879,779248
SET,Tree,821,2.0525e-06,594249,233368
GET,Hash,821,2.0525e-06,33374,0
GET,Tree,821,2.0525e-06,138663,0
SOMA,Hash,831,2.0775e-06,791412,924608
SOMA,Tree,831,2.0775e-06,1389134,467920
MULT,Hash,831,2.0775e-06,250709,645584
MULT,Tree,831,2.0775e-06,180628,8840
TRANS,Hash,831,2.0775e-06,20,0
TRANS,Tree,831,2.0775e-06,25,0
ESCALAR,Hash,831,2.0775e-06,58214,0
ESCALAR,Tree,831,2.0775e-06,25234,0
SET,Hash,831,2.0775e-06,207487,780528
SET,Tree,831,2.0775e-06,592943,236688
GET,Hash,831,2.0775e-06,36125,0
GET,Tree,831,2.0775e-06,139278,0
SOMA,Hash,841,2.1025e-06,778240,927168
SOMA,Tree,841,2.1025e-06,1424221,472184
MULT,Hash,841,2.1025e-06,249815,643616
MULT,Tree,841,2.1025e-06,177035,6536
TRANS,Hash,841,2.1025e-06,21,0
TRANS,Tree,841,2.1025e-06,25,0
ESCALAR,Hash,841,2.1025e-06,58082,0
ESCALAR,Tree,841,2.1025e-06,24129,0
SET,Hash,841,2.1025e-06,205565,781808
SET,Tree,841,2.1025e-06,615348,238512
GET,Hash,841,2.1025e-06,35042,0
GET,Tree,841,2.1025e-06,149354,0
SOMA,Hash,851,2.1275e-06,779133,929728
SOMA,Tree,851,2.1275e-06,1413926,477944
MULT,Hash,851,2.1275e-06,252248,646864
MULT,Tree,851,2.1275e-06,196484,11808
TRANS,Hash,851,2.1275e-06,27,0
TRANS,Tree,851,2.1275e-06,26,0
ESCALAR,Hash,851,2.1275e-06,57951,0
ESCALAR,Tree,851,2.1275e-06,25680,0
SET,Hash,851,2.1275e-06,212135,783088
SET,Tree,851,2.1275e-06,612017,242624
GET,Hash,851,2.1275e-06,34732,0
GET,Tree,851,2.1275e-06,143865,0
SOMA,Hash,861,2.1525e-06,790423,932288
SOMA,Tree,861,2.1525e-06,1431532,484760
MULT,Hash,861,2.1525e-06,247793,645712
MULT,Tree,861,2.1525e-06,184820,9128
TRANS,Hash,861,2.1525e-06,20,0
TRANS,Tree,861,2.1525e-06,18,0
ESCALAR,Hash,861,2.1525e-06,59618,0
ESCALAR,Tree,861,2.1525e-06,25632,0
SET,Hash,861,2.1525e-06,212397,784368
SET,Tree,861,2.1525e-06,630749,244976
GET,Hash,861,2.1525e-06,34982,0
GET,Tree,861,2.1525e-06,151004,0
SOMA,Hash,871,2.1775e-06,828512,934848
SOMA,Tree,871,2.1775e-06,1500405,488672
MULT,Hash,871,2.1775e-06,251945,645968
MULT,Tree,871,2.1775e-06,188384,9792
TRANS,Hash,871,2.1775e-06,21,0
TRANS,Tree,871,2.1775e-06,28,0
ESCALAR,Hash,871,2.1775e-06,59626,0
ESCALAR,Tree,871,2.1775e-06,25048,0
SET,Hash,871,2.1775e-06,219558,785648
SET,Tree,871,2.1775e-06,630244,246624
GET,Hash,871,2.1775e-06,39037,0
GET,Tree,871,2.1775e-06,153244,0
SOMA,Hash,881,2.2025e-06,815031,937408
SOMA,Tree,881,2.2025e-06,1487662,495224
MULT,Hash,881,2.2025e-06,254722,647888
MULT,Tree,881,2.2025e-06,200552,13848
TRANS,Hash,881,2.2025e-06,21,0
TRANS,Tree,881,2.2025e-06,25,0
ESCALAR,Hash,881,2.2025e-06,59798,0
ESCALAR,Tree,881,2.2025e-06,25666,0
SET,Hash,881,2.2025e-06,221019,786928
SET,Tree,881,2.2025e-06,631343,250208
GET,Hash,881,2.2025e-06,36391,0
GET,Tree,881,2.2025e-06,148730,0
SOMA,Hash,891,2.2275e-06,787890,939968
SOMA,Tree,891,2.2275e-06,1506285,499576
MULT,Hash,891,2.2275e-06,250381,646352
MULT,Tree,891,2.2275e-06,194309,10392
TRANS,Hash,891,2.2275e-06,20,0
TRANS,Tree,891,2.2275e-06,24,0
ESCALAR,Hash,891,2.2275e-06,59469,0
ESCALAR,Tree,891,2.2275e-06,25784,0
SET,Hash,891,2.2275e-06,217373,788208
SET,Tree,891,2.2275e-06,632898,252736
GET,Hash,891,2.2275e-06,36807,0
GET,Tree,891,2.2275e-06,148464,0
SOMA,Hash,901,2.2525e-06,842825,942528
SOMA,Tree,901,2.2525e-06,1524724,504720
MULT,Hash,901,2.2525e-06,252567,646096
MULT,Tree,901,2.2525e-06,194933,9816
TRANS,Hash,901,2.2525e-06,23,0
TRANS,Tree,901,2.2525e-06,20,0
ESCALAR,Hash,901,2.2525e-06,58416,0
ESCALAR,Tree,901,2.2525e-06,26040,0
SET,Hash,901,2.2525e-06,223147,789488
SET,Tree,901,2.2525e-06,643190,255352
GET,Hash,901,2.2525e-06,37017,0
GET,Tree,901,2.2525e-06,152289,0
SOMA,Hash,911,2.2775e-06,775174,945088
SOMA,Tree,911,2.2775e-06,1523202,511096
MULT,Hash,911,2.2775e-06,253413,647120
MULT,Tree,911,2.2775e-06,204695,12032
TRANS,Hash,911,2.2775e-06,19,0
TRANS,Tree,911,2.2775e-06,25,0
ESCALAR,Hash,911,2.2775e-06,59011,0
ESCALAR,Tree,911,2.2775e-06,26379,0
SET,Hash,911,2.2775e-06,226838,790768
SET,Tree,911,2.2775e-06,647884,258584
GET,Hash,911,2.2775e-06,36804,0
GET,Tree,911,2.2775e-06,150371,0
SOMA,Hash,921,2.3025e-06,834820,947648
SOMA,Tree,921,2.3025e-06,1541527,516416
MULT,Hash,921,2.3025e-06,255365,647888
MULT,Tree,921,2.3025e-06,209185,13936
TRANS,Hash,921,2.3025e-06,20,0
TRANS,Tree,921,2.3025e-06,20,0
ESCALAR,Hash,921,2.3025e-06,59270,0
ESCALAR,Tree,921,2.3025e-06,27061,0
SET,Hash,921,2.3025e-06,232052,792048
SET,Tree,921,2.3025e-06,666120,262608
GET,Hash,921,2.3025e-06,38109,0
GET,Tree,921,2.3025e-06,155221,0
SOMA,Hash,931,2.3275e-06,864512,950208
SOMA,Tree,931,2.3275e-06,1599784,521736
MULT,Hash,931,2.3275e-06,259292,648272
MULT,Tree,931,2.3275e-06,212411,14888
TRANS,Hash,931,2.3275e-06,27,0
TRANS,Tree,931,2.3275e-06,18,0
ESCALAR,Hash,931,2.3275e-06,59943,0
ESCALAR,Tree,931,2.3275e-06,27242,0
SET,Hash,931,2.3275e-06,230670,793328
SET,Tree,931,2.3275e-06,673232,264344
GET,Hash,931,2.3275e-06,40428,0
GET,Tree,931,2.3275e-06,159577,0
SOMA,Hash,941,2.3525e-06,832315,952768
SOMA,Tree,941,2.3525e-06,1624848,528376
MULT,Hash,941,2.3525e-06,257904,647760
MULT,Tree,941,2.3525e-06,209934,13736
TRANS,Hash,941,2.3525e-06,20,0
TRANS,Tree,941,2.3525e-06,25,0
ESCALAR,Hash,941,2.3525e-06,59512,0
ESCALAR,Tree,941,2.3525e-06,27716,0
SET,Hash,941,2.3525e-06,238063,794608
SET,Tree,941,2.3525e-06,668591,267752
GET,Hash,941,2.3525e-06,42261,0
GET,Tree,941,2.3525e-06,156804,0
SOMA,Hash,951,2.3775e-06,813972,955328
SOMA,Tree,951,2.3775e-06,1606076,531144
MULT,Hash,951,2.3775e-06,252163,645968
MULT,Tree,951,2.3775e-06,212302,9792
TRANS,Hash,951,2.3775e-06,21,0
TRANS,Tree,951,2.3775e-06,29,0
ESCALAR,Hash,951,2.3775e-06,59399,0
ESCALAR,Tree,951,2.3775e-06,27651,0
SET,Hash,951,2.3775e-06,239071,795888
SET,Tree,951,2.3775e-06,670213,269752
GET,Hash,951,2.3775e-06,41880,0
GET,Tree,951,2.3775e-06,158387,0
SOMA,Hash,961,2.4025e-06,815553,957888
SOMA,Tree,961,2.4025e-06,1640105,539016
MULT,Hash,961,2.4025e-06,256139,647888
MULT,Tree,961,2.4025e-06,222016,13936
TRANS,Hash,961,2.4025e-06,20,0
TRANS,Tree,961,2.4025e-06,74,0
ESCALAR,Hash,961,2.4025e-06,60365,0
ESCALAR,Tree,961,2.4025e-06,28389,0
SET,Hash,961,2.4025e-06,237822,797168
SET,Tree,961,2.4025e-06,693960,273072
GET,Hash,961,2.4025e-06,41004,0
GET,Tree,961,2.4025e-06,163737,0
SOMA,Hash,971,2.4275e-06,889673,960448
SOMA,Tree,971,2.4275e-06,1662020,542312
MULT,Hash,971,2.4275e-06,256912,646864
MULT,Tree,971,2.4275e-06,213296,11632
TRANS,Hash,971,2.4275e-06,25,0
TRANS,Tree,971,2.4275e-06,30,0
ESCALAR,Hash,971,2.4275e-06,60903,0
ESCALAR,Tree,971,2.4275e-06,28160,0
SET,Hash,971,2.4275e-06,235611,798448
SET,Tree,971,2.4275e-06,706760,277008
GET,Hash,971,2.4275e-06,42100,0
GET,Tree,971,2.4275e-06,172401,0
SOMA,Hash,981,2.4525e-06,872448,963008
SOMA,Tree,981,2.4525e-06,1666374,547896
MULT,Hash,981,2.4525e-06,256169,648144
MULT,Tree,981,2.4525e-06,220046,14424
TRANS,Hash,981,2.4525e-06,28,0
TRANS,Tree,981,2.4525e-06,23,0
ESCALAR,Hash,981,2.4525e-06,59552,0
ESCALAR,Tree,981,2.4525e-06,29228,0
SET,Hash,981,2.4525e-06,236149,799728
SET,Tree,981,2.4525e-06,717075,278920
GET,Hash,981,2.4525e-06,41181,0
GET,Tree,981,2.4525e-06,166435,0
SOMA,Hash,991,2.4775e-06,886729,965568
SOMA,Tree,991,2.4775e-06,1679418,553304
MULT,Hash,991,2.4775e-06,258863,647888
MULT,Tree,991,2.4775e-06,218601,14024
TRANS,Hash,991,2.4775e-06,21,0
TRANS,Tree,991,2.4775e-06,23,0
ESCALAR,Hash,991,2.4775e-06,59851,0
ESCALAR,Tree,991,2.4775e-06,29604,0
SET,Hash,991,2.4775e-06,252299,801008
SET,Tree,991,2.4775e-06,723521,281096
GET,Hash,991,2.4775e-06,44918,0
GET,Tree,991,2.4775e-06,168491,0
SOMA,Hash,2010,5.025e-06,1381681,1307824
SOMA,Tree,2010,5.025e-06,3511556,1090704
MULT,Hash,2010,5.025e-06,317718,673104
MULT,Tree,2010,5.025e-06,559438,55352
TRANS,Hash,2010,5.025e-06,20,0
TRANS,Tree,2010,5.025e-06,29,0
ESCALAR,Hash,2010,5.025e-06,68565,0
ESCALAR,Tree,2010,5.025e-06,59620,0
SET,Hash,2010,5.025e-06,490174,969152
SET,Tree,2010,5.025e-06,1499933,561632
GET,Hash,2010,5.025e-06,87457,0
GET,Tree,2010,5.025e-06,369772,0
SOMA,Hash,2110,5.275e-06,1412128,1333424
SOMA,Tree,2110,5.275e-06,3692729,1140736
MULT,Hash,2110,5.275e-06,326359,675920
MULT,Tree,2110,5.275e-06,589444,60984
TRANS,Hash,2110,5.275e-06,21,0
TRANS,Tree,2110,5.275e-06,20,0
ESCALAR,Hash,2110,5.275e-06,71781,0
ESCALAR,Tree,2110,5.275e-06,64223,0
SET,Hash,2110,5.275e-06,510372,981952
SET,Tree,2110,5.275e-06,1582722,587880
GET,Hash,2110,5.275e-06,92164,0
GET,Tree,2110,5.275e-06,389438,0
SOMA,Hash,2210,5.525e-06,1513142,1359024
SOMA,Tree,2210,5.525e-06,3920549,1194552
MULT,Hash,2210,5.525e-06,367222,679888
MULT,Tree,2210,5.525e-06,648474,70264
TRANS,Hash,2210,5.525e-06,20,0
TRANS,Tree,2210,5.525e-06,33,0
ESCALAR,Hash,2210,5.525e-06,72826,0
ESCALAR,Tree,2210,5.525e-06,63590,0
SET,Hash,2210,5.525e-06,554163,994752
SET,Tree,2210,5.525e-06,1681826,616504
GET,Hash,2210,5.525e-06,99582,0
GET,Tree,2210,5.525e-06,401801,0
SOMA,Hash,2310,5.775e-06,1546079,1384624
SOMA,Tree,2310,5.775e-06,4099454,1238864
MULT,Hash,2310,5.775e-06,394868,692000
MULT,Tree,2310,5.775e-06,686213,76808
TRANS,Hash,2310,5.775e-06,20,0
TRANS,Tree,2310,5.775e-06,19,0
ESCALAR,Hash,2310,5.775e-06,73831,0
ESCALAR,Tree,2310,5.775e-06,67756,0
SET,Hash,2310,5.775e-06,549150,1007552
SET,Tree,2310,5.775e-06,1780372,642136
GET,Hash,2310,5.775e-06,98555,0
GET,Tree,2310,5.775e-06,451994,0
SOMA,Hash,2410,6.025e-06,1592816,1410224
SOMA,Tree,2410,6.025e-06,4332834,1296728
MULT,Hash,2410,6.025e-06,358256,693280
MULT,Tree,2410,6.025e-06,739466,79688
TRANS,Hash,2410,6.025e-06,20,0
TRANS,Tree,2410,6.025e-06,19,0
ESCALAR,Hash,2410,6.025e-06,75084,0
ESCALAR,Tree,2410,6.025e-06,71155,0
SET,Hash,2410,6.025e-06,617074,1101744
SET,Tree,2410,6.025e-06,1807754,667592
GET,Hash,2410,6.025e-06,95056,0
GET,Tree,2410,6.025e-06,432689,0
SOMA,Hash,2510,6.275e-06,1678908,1435824
SOMA,Tree,2510,6.275e-06,4464733,1344472
MULT,Hash,2510,6.275e-06,365565,699296
MULT,Tree,2510,6.275e-06,799838,92520
TRANS,Hash,2510,6.275e-06,20,0
TRANS,Tree,2510,6.275e-06,25,0
ESCALAR,Hash,2510,6.275e-06,74402,0
ESCALAR,Tree,2510,6.275e-06,73303,0
SET,Hash,2510,6.275e-06,649150,1114544
SET,Tree,2510,6.275e-06,1888719,695248
GET,Hash,2510,6.275e-06,98579,0
GET,Tree,2510,6.275e-06,481543,0
SOMA,Hash,2610,6.525e-06,1971137,1625792
SOMA,Tree,2610,6.525e-06,4692694,1390896
MULT,Hash,2610,6.525e-06,372930,701088
MULT,Tree,2610,6.525e-06,810412,96904
TRANS,Hash,2610,6.525e-06,20,0
TRANS,Tree,2610,6.525e-06,28,0
ESCALAR,Hash,2610,6.525e-06,77652,0
ESCALAR,Tree,2610,6.525e-06,77916,0
SET,Hash,2610,6.525e-06,671547,1127344
SET,Tree,2610,6.525e-06,1964023,721760
GET,Hash,2610,6.525e-06,103180,0
GET,Tree,2610,6.525e-06,479594,0
SOMA,Hash,2710,6.775e-06,1961503,1651392
SOMA,Tree,2710,6.775e-06,4888446,1441632
MULT,Hash,2710,6.775e-06,373547,699424
MULT,Tree,2710,6.775e-06,833824,92192
TRANS,Hash,2710,6.775e-06,21,0
TRANS,Tree,2710,6.775e-06,20,0
ESCALAR,Hash,2710,6.775e-06,75461,0
ESCALAR,Tree,2710,6.775e-06,78459,0
SET,Hash,2710,6.775e-06,684224,1140144
SET,Tree,2710,6.775e-06,2061916,750648
GET,Hash,2710,6.775e-06,102722,0
GET,Tree,2710,6.775e-06,504184,0
SOMA,Hash,2810,7.025e-06,1937306,1676992
SOMA,Tree,2810,7.025e-06,4990894,1487880
MULT,Hash,2810,7.025e-06,393660,706208
MULT,Tree,2810,7.025e-06,887478,106752
TRANS,Hash,2810,7.025e-06,21,0
TRANS,Tree,2810,7.025e-06,31,0
ESCALAR,Hash,2810,7.025e-06,75317,0
ESCALAR,Tree,2810,7.025e-06,82161,0
SET,Hash,2810,7.025e-06,710271,1152944
SET,Tree,2810,7.025e-06,2121231,776632
GET,Hash,2810,7.025e-06,110441,0
GET,Tree,2810,7.025e-06,525091,0
SOMA,Hash,2910,7.275e-06,1952800,1702592
SOMA,Tree,2910,7.275e-06,5194348,1540904
MULT,Hash,2910,7.275e-06,391340,708000
MULT,Tree,2910,7.275e-06,933385,110784
TRANS,Hash,2910,7.275e-06,20,0
TRANS,Tree,2910,7.275e-06,23,0
ESCALAR,Hash,2910,7.275e-06,78174,0
ESCALAR,Tree,2910,7.275e-06,83929,0
SET,Hash,2910,7.275e-06,754498,1165744
SET,Tree,2910,7.275e-06,2208960,803848
GET,Hash,2910,7.275e-06,115553,0
GET,Tree,2910,7.275e-06,550527,0
SOMA,Hash,3010,7.525e-06,1990686,1728192
SOMA,Tree,3010,7.525e-06,5441128,1588736
MULT,Hash,3010,7.525e-06,409731,713376
MULT,Tree,3010,7.525e-06,988480,120768
TRANS,Hash,3010,7.525e-06,19,0
TRANS,Tree,3010,7.525e-06,24,0
ESCALAR,Hash,3010,7.525e-06,79245,0
ESCALAR,Tree,3010,7.525e-06,87570,0
SET,Hash,3010,7.525e-06,759767,1178544
SET,Tree,3010,7.525e-06,2308131,825696
GET,Hash,3010,7.525e-06,123882,0
GET,Tree,3010,7.525e-06,564357,0
SOMA,Hash,3110,7.775e-06,2103489,1753664
SOMA,Tree,3110,7.775e-06,5556220,1637512
MULT,Hash,3110,7.775e-06,418698,717472
MULT,Tree,3110,7.775e-06,1044737,130688
TRANS,Hash,3110,7.775e-06,19,0
TRANS,Tree,3110,7.775e-06,28,0
ESCALAR,Hash,3110,7.775e-06,79328,0
ESCALAR,Tree,3110,7.775e-06,91776,0
SET,Hash,3110,7.775e-06,779024,1191344
SET,Tree,3110,7.775e-06,2394077,856872
GET,Hash,3110,7.775e-06,127135,0
GET,Tree,3110,7.775e-06,585975,0
SOMA,Hash,3210,8.025e-06,2140923,1779392
SOMA,Tree,3210,8.025e-06,5753867,1688888
MULT,Hash,3210,8.025e-06,419425,718752
MULT,Tree,3210,8.025e-06,1098241,133304
TRANS,Hash,3210,8.025e-06,20,0
TRANS,Tree,3210,8.025e-06,29,0
ESCALAR,Hash,3210,8.025e-06,81126,0
ESCALAR,Tree,3210,8.025e-06,94497,0
SET,Hash,3210,8.025e-06,779656,1204144
SET,Tree,3210,8.025e-06,2447371,884352
GET,Hash,3210,8.025e-06,131191,0
GET,Tree,3210,8.025e-06,607806,0
SOMA,Hash,3310,8.275e-06,2180691,1804992
SOMA,Tree,3310,8.275e-06,5942402,1730296
MULT,Hash,3310,8.275e-06,432939,721568
MULT,Tree,3310,8.275e-06,1165968,139112
TRANS,Hash,3310,8.275e-06,19,0
TRANS,Tree,3310,8.275e-06,31,0
ESCALAR,Hash,3310,8.275e-06,80521,0
ESCALAR,Tree,3310,8.275e-06,97711,0
SET,Hash,3310,8.275e-06,812432,1216944
SET,Tree,3310,8.275e-06,2549305,907960
GET,Hash,3310,8.275e-06,132087,0
GET,Tree,3310,8.275e-06,636845,0
SOMA,Hash,3410,8.525e-06,2208290,1830592
SOMA,Tree,3410,8.525e-06,6127442,1783056
MULT,Hash,3410,8.525e-06,459074,749168
MULT,Tree,3410,8.525e-06,1205676,158560
TRANS,Hash,3410,8.525e-06,20,0
TRANS,Tree,3410,8.525e-06,27,0
ESCALAR,Hash,3410,8.525e-06,80197,0
ESCALAR,Tree,3410,8.525e-06,99151,0
SET,Hash,3410,8.525e-06,839717,1229744
SET,Tree,3410,8.525e-06,2614166,934560
GET,Hash,3410,8.525e-06,145773,0
GET,Tree,3410,8.525e-06,644954,0
SOMA,Hash,3510,8.775e-06,2283328,1856192
SOMA,Tree,3510,8.775e-06,6294763,1831152
MULT,Hash,3510,8.775e-06,478202,749680
MULT,Tree,3510,8.775e-06,1237360,159272
TRANS,Hash,3510,8.775e-06,21,0
TRANS,Tree,3510,8.775e-06,23,0
ESCALAR,Hash,3510,8.775e-06,83052,0
ESCALAR,Tree,3510,8.775e-06,103723,0
SET,Hash,3510,8.775e-06,859353,1242544
SET,Tree,3510,8.775e-06,2734072,959400
GET,Hash,3510,8.775e-06,146944,0
GET,Tree,3510,8.775e-06,656292,0
SOMA,Hash,3610,9.025e-06,2405409,1881792
SOMA,Tree,3610,9.025e-06,6618493,1877488
MULT,Hash,3610,9.025e-06,471164,754544
MULT,Tree,3610,9.025e-06,1291736,169600
TRANS,Hash,3610,9.025e-06,20,0
TRANS,Tree,3610,9.025e-06,25,0
ESCALAR,Hash,3610,9.025e-06,84314,0
ESCALAR,Tree,3610,9.025e-06,106067,0
SET,Hash,3610,9.025e-06,891491,1255344
SET,Tree,3610,9.025e-06,2794052,987320
GET,Hash,3610,9.025e-06,151543,0
GET,Tree,3610,9.025e-06,682224,0
SOMA,Hash,3710,9.275e-06,2370780,1907392
SOMA,Tree,3710,9.275e-06,6748241,1921448
MULT,Hash,3710,9.275e-06,492315,761072
MULT,Tree,3710,9.275e-06,1362013,181648
TRANS,Hash,3710,9.275e-06,25,0
TRANS,Tree,3710,9.275e-06,25,0
ESCALAR,Hash,3710,9.275e-06,84973,0
ESCALAR,Tree,3710,9.275e-06,112910,0
SET,Hash,3710,9.275e-06,900154,1268144
SET,Tree,3710,9.275e-06,2898014,1011016
GET,Hash,3710,9.275e-06,150416,0
GET,Tree,3710,9.275e-06,705123,0
SOMA,Hash,3810,9.525e-06,2403268,1932992
SOMA,Tree,3810,9.525e-06,6811249,1969720
MULT,Hash,3810,9.525e-06,518728,774640
MULT,Tree,3810,9.525e-06,1478936,210768
TRANS,Hash,3810,9.525e-06,22,0
TRANS,Tree,3810,9.525e-06,34,0
ESCALAR,Hash,3810,9.525e-06,86100,0
ESCALAR,Tree,3810,9.525e-06,110656,0
SET,Hash,3810,9.525e-06,949222,1280944
SET,Tree,3810,9.525e-06,2937346,1034800
GET,Hash,3810,9.525e-06,176325,0
GET,Tree,3810,9.525e-06,724998,0
SOMA,Hash,3910,9.775e-06,2461069,1958592
SOMA,Tree,3910,9.775e-06,7159318,2014384
MULT,Hash,3910,9.775e-06,523834,769520
MULT,Tree,3910,9.775e-06,1453506,199512
TRANS,Hash,3910,9.775e-06,21,0
TRANS,Tree,3910,9.775e-06,31,0
ESCALAR,Hash,3910,9.775e-06,87563,0
ESCALAR,Tree,3910,9.775e-06,116767,0
SET,Hash,3910,9.775e-06,943692,1293744
SET,Tree,3910,9.775e-06,3018886,1064920
GET,Hash,3910,9.775e-06,164388,0
GET,Tree,3910,9.775e-06,780512,0
SOMA,Hash,4010,1.0025e-05,2521984,1984192
SOMA,Tree,4010,1.0025e-05,7342843,2060544
MULT,Hash,4010,1.0025e-05,547291,783344
MULT,Tree,4010,1.0025e-05,1592282,228240
TRANS,Hash,4010,1.0025e-05,20,0
TRANS,Tree,4010,1.0025e-05,20,0
ESCALAR,Hash,4010,1.0025e-05,87197,0
ESCALAR,Tree,4010,1.0025e-05,115710,0
SET,Hash,4010,1.0025e-05,975903,1306544
SET,Tree,4010,1.0025e-05,3115868,1087912
GET,Hash,4010,1.0025e-05,166895,0
GET,Tree,4010,1.0025e-05,783069,0
SOMA,Hash,4110,1.0275e-05,2574628,2009792
SOMA,Tree,4110,1.0275e-05,7382601,2112248
MULT,Hash,4110,1.0275e-05,556234,779760
MULT,Tree,4110,1.0275e-05,1576476,223256
TRANS,Hash,4110,1.0275e-05,27,0
TRANS,Tree,4110,1.0275e-05,29,0
ESCALAR,Hash,4110,1.0275e-05,88782,0
ESCALAR,Tree,4110,1.0275e-05,119107,0
SET,Hash,4110,1.0275e-05,983607,1319344
SET,Tree,4110,1.0275e-05,3197055,1113456
GET,Hash,4110,1.0275e-05,178136,0
GET,Tree,4110,1.0275e-05,796516,0
SOMA,Hash,4210,1.0525e-05,2616136,2035392
SOMA,Tree,4210,1.0525e-05,7749395,2148200
MULT,Hash,4210,1.0525e-05,548874,785776
MULT,Tree,4210,1.0525e-05,1651920,232744
TRANS,Hash,4210,1.0525e-05,19,0
TRANS,Tree,4210,1.0525e-05,33,0
ESCALAR,Hash,4210,1.0525e-05,87991,0
ESCALAR,Tree,4210,1.0525e-05,121226,0
SET,Hash,4210,1.0525e-05,1023724,1332144
