Operacao,Estrutura,k,Esparsidade,Tempo_ns,Memoria_Bytes
SOMA,Tree,155,3.875e-07,230656,88664
MULT,Hash,155,3.875e-07,233457,640336
MULT,Tree,155,3.875e-07,25068,288
TRANS,Hash,155,3.875e-07,20,0
TRANS,Tree,155,3.875e-07,23,0
ESCALAR,Hash,155,3.875e-07,51794,0
ESCALAR,Tree,155,3.875e-07,4554,0
SET,Hash,155,3.875e-07,42868,667600
SET,Tree,155,3.875e-07,103477,44464
GET,Hash,155,3.875e-07,6153,0
GET,Tree,155,3.875e-07,22196,0
SOMA,Hash,156,3.9e-07,379806,696352
SOMA,Tree,156,3.9e-07,241534,89328
MULT,Hash,156,3.9e-07,226543,640000
MULT,Tree,156,3.9e-07,25027,0
TRANS,Hash,156,3.9e-07,27,0
TRANS,Tree,156,3.9e-07,21,0
ESCALAR,Hash,156,3.9e-07,51508,0
ESCALAR,Tree,156,3.9e-07,4609,0
SET,Hash,156,3.9e-07,45409,667728
SET,Tree,156,3.9e-07,105396,44928
GET,Hash,156,3.9e-07,6867,0
GET,Tree,156,3.9e-07,22544,0
SOMA,Hash,157,3.925e-07,368955,696608
SOMA,Tree,157,3.925e-07,237631,90080
MULT,Hash,157,3.925e-07,223652,640336
MULT,Tree,157,3.925e-07,25542,288
TRANS,Hash,157,3.925e-07,21,0
TRANS,Tree,157,3.925e-07,26,0
ESCALAR,Hash,157,3.925e-07,51278,0
ESCALAR,Tree,157,3.925e-07,4465,0
SET,Hash,157,3.925e-07,42780,667856
SET,Tree,157,3.925e-07,106950,45128
GET,Hash,157,3.925e-07,5925,0
GET,Tree,157,3.925e-07,21850,0
SOMA,Hash,158,3.95e-07,369628,696864
SOMA,Tree,158,3.95e-07,240440,90744
MULT,Hash,158,3.95e-07,223710,640336
MULT,Tree,158,3.95e-07,25349,288
TRANS,Hash,158,3.95e-07,21,0
TRANS,Tree,158,3.95e-07,28,0
ESCALAR,Hash,158,3.95e-07,51305,0
ESCALAR,Tree,158,3.95e-07,4956,0
SET,Hash,158,3.95e-07,44456,667984
SET,Tree,158,3.95e-07,106848,45416
GET,Hash,158,3.95e-07,6198,0
GET,Tree,158,3.95e-07,22702,0
SOMA,Hash,159,3.975e-07,367311,697120
SOMA,Tree,159,3.975e-07,240152,91232
MULT,Hash,159,3.975e-07,230836,640336
MULT,Tree,159,3.975e-07,25626,288
TRANS,Hash,159,3.975e-07,20,0
TRANS,Tree,159,3.975e-07,19,0
ESCALAR,Hash,159,3.975e-07,51240,0
ESCALAR,Tree,159,3.975e-07,4736,0
SET,Hash,159,3.975e-07,45262,668112
SET,Tree,159,3.975e-07,109721,45616
GET,Hash,159,3.975e-07,7036,0
GET,Tree,159,3.975e-07,23068,0
SOMA,Hash,160,4e-07,376979,697376
SOMA,Tree,160,4e-07,242864,91808
MULT,Hash,160,4e-07,228237,640000
MULT,Tree,160,4e-07,24363,0
TRANS,Hash,160,4e-07,19,0
TRANS,Tree,160,4e-07,23,0
ESCALAR,Hash,160,4e-07,51609,0
ESCALAR,Tree,160,4e-07,4767,0
SET,Hash,160,4e-07,45301,668240
SET,Tree,160,4e-07,104940,46080
GET,Hash,160,4e-07,6538,0
GET,Tree,160,4e-07,21819,0
SOMA,Hash,161,4.025e-07,363490,697632
SOMA,Tree,161,4.025e-07,244978,92472
MULT,Hash,161,4.025e-07,239070,640336
MULT,Tree,161,4.025e-07,26186,288
TRANS,Hash,161,4.025e-07,20,0
TRANS,Tree,161,4.025e-07,25,0
ESCALAR,Hash,161,4.025e-07,51345,0
ESCALAR,Tree,161,4.025e-07,4628,0
SET,Hash,161,4.025e-07,43623,668368
SET,Tree,161,4.025e-07,109305,46280
GET,Hash,161,4.025e-07,6657,0
GET,Tree,161,4.025e-07,23939,0
SOMA,Hash,162,4.05e-07,370173,697888
SOMA,Tree,162,4.05e-07,249193,92784
MULT,Hash,162,4.05e-07,234903,640000
MULT,Tree,162,4.05e-07,25908,0
TRANS,Hash,162,4.05e-07,19,0
TRANS,Tree,162,4.05e-07,27,0
ESCALAR,Hash,162,4.05e-07,51218,0
ESCALAR,Tree,162,4.05e-07,4821,0
SET,Hash,162,4.05e-07,44698,668496
SET,Tree,162,4.05e-07,109171,46480
GET,Hash,162,4.05e-07,6210,0
GET,Tree,162,4.05e-07,23259,0
SOMA,Hash,163,4.075e-07,364870,698144
SOMA,Tree,163,4.075e-07,248557,93624
MULT,Hash,163,4.075e-07,233354,640336
MULT,Tree,163,4.075e-07,27579,288
TRANS,Hash,163,4.075e-07,19,0
TRANS,Tree,163,4.075e-07,24,0
ESCALAR,Hash,163,4.075e-07,51196,0
ESCALAR,Tree,163,4.075e-07,4916,0
SET,Hash,163,4.075e-07,44579,668624
SET,Tree,163,4.075e-07,105563,46944
GET,Hash,163,4.075e-07,6673,0
GET,Tree,163,4.075e-07,23116,0
SOMA,Hash,164,4.1e-07,381747,698400
SOMA,Tree,164,4.1e-07,251032,94024
MULT,Hash,164,4.1e-07,230806,640336
MULT,Tree,164,4.1e-07,27829,288
TRANS,Hash,164,4.1e-07,20,0
TRANS,Tree,164,4.1e-07,17,0
ESCALAR,Hash,164,4.1e-07,51170,0
ESCALAR,Tree,164,4.1e-07,4926,0
SET,Hash,164,4.1e-07,46212,668752
SET,Tree,164,4.1e-07,111238,47056
GET,Hash,164,4.1e-07,6843,0
GET,Tree,164,4.1e-07,23481,0
SOMA,Hash,165,4.125e-07,368256,698656
SOMA,Tree,165,4.125e-07,249504,94688
MULT,Hash,165,4.125e-07,233018,640336
MULT,Tree,165,4.125e-07,27134,288
TRANS,Hash,165,4.125e-07,20,0
TRANS,Tree,165,4.125e-07,18,0
ESCALAR,Hash,165,4.125e-07,51130,0
ESCALAR,Tree,165,4.125e-07,4995,0
SET,Hash,165,4.125e-07,44992,668880
SET,Tree,165,4.125e-07,109076,47520
GET,Hash,165,4.125e-07,6184,0
GET,Tree,165,4.125e-07,22939,0
SOMA,Hash,166,4.15e-07,366466,698912
SOMA,Tree,166,4.15e-07,252108,95088
MULT,Hash,166,4.15e-07,230794,640336
MULT,Tree,166,4.15e-07,26698,288
TRANS,Hash,166,4.15e-07,20,0
TRANS,Tree,166,4.15e-07,25,0
ESCALAR,Hash,166,4.15e-07,51122,0
ESCALAR,Tree,166,4.15e-07,4916,0
SET,Hash,166,4.15e-07,46263,669008
SET,Tree,166,4.15e-07,111567,47720
GET,Hash,166,4.15e-07,6808,0
GET,Tree,166,4.15e-07,23788,0
SOMA,Hash,167,4.175e-07,371440,699168
SOMA,Tree,167,4.175e-07,261586,95664
MULT,Hash,167,4.175e-07,224208,640336
MULT,Tree,167,4.175e-07,26896,288
TRANS,Hash,167,4.175e-07,19,0
TRANS,Tree,167,4.175e-07,28,0
ESCALAR,Hash,167,4.175e-07,51122,0
ESCALAR,Tree,167,4.175e-07,4963,0
SET,Hash,167,4.175e-07,48173,669136
SET,Tree,167,4.175e-07,112103,48008
GET,Hash,167,4.175e-07,6967,0
GET,Tree,167,4.175e-07,24671,0
SOMA,Hash,168,4.2e-07,384680,699424
SOMA,Tree,168,4.2e-07,254684,96504
MULT,Hash,168,4.2e-07,225239,640000
MULT,Tree,168,4.2e-07,26692,0
TRANS,Hash,168,4.2e-07,20,0
TRANS,Tree,168,4.2e-07,25,0
ESCALAR,Hash,168,4.2e-07,51359,0
ESCALAR,Tree,168,4.2e-07,4771,0
SET,Hash,168,4.2e-07,48665,669264
SET,Tree,168,4.2e-07,112233,48296
GET,Hash,168,4.2e-07,6906,0
GET,Tree,168,4.2e-07,24358,0
SOMA,Hash,169,4.225e-07,381472,699680
SOMA,Tree,169,4.225e-07,258712,97080
MULT,Hash,169,4.225e-07,223973,640000
MULT,Tree,169,4.225e-07,33402,0
TRANS,Hash,169,4.225e-07,20,0
TRANS,Tree,169,4.225e-07,19,0
ESCALAR,Hash,169,4.225e-07,51448,0
ESCALAR,Tree,169,4.225e-07,5045,0
SET,Hash,169,4.225e-07,47132,669392
SET,Tree,169,4.225e-07,113005,48496
GET,Hash,169,4.225e-07,6872,0
GET,Tree,169,4.225e-07,23338,0
SOMA,Hash,170,4.25e-07,384743,699936
SOMA,Tree,170,4.25e-07,261774,97480
MULT,Hash,170,4.25e-07,224681,640336
MULT,Tree,170,4.25e-07,27150,288
TRANS,Hash,170,4.25e-07,20,0
TRANS,Tree,170,4.25e-07,28,0
ESCALAR,Hash,170,4.25e-07,51336,0
ESCALAR,Tree,170,4.25e-07,4915,0
SET,Hash,170,4.25e-07,46357,669520
SET,Tree,170,4.25e-07,111921,48784
GET,Hash,170,4.25e-07,7094,0
GET,Tree,170,4.25e-07,23424,0
SOMA,Hash,171,4.275e-07,372832,700192
SOMA,Tree,171,4.275e-07,256831,98232
MULT,Hash,171,4.275e-07,231203,640336
MULT,Tree,171,4.275e-07,28296,288
TRANS,Hash,171,4.275e-07,21,0
TRANS,Tree,171,4.275e-07,25,0
ESCALAR,Hash,171,4.275e-07,51194,0
ESCALAR,Tree,171,4.275e-07,4927,0
SET,Hash,171,4.275e-07,47141,669648
SET,Tree,171,4.275e-07,114715,49160
GET,Hash,171,4.275e-07,6920,0
GET,Tree,171,4.275e-07,24509,0
SOMA,Hash,172,4.3e-07,389316,700448
SOMA,Tree,172,4.3e-07,260402,98720
MULT,Hash,172,4.3e-07,223858,640000
MULT,Tree,172,4.3e-07,27877,0
TRANS,Hash,172,4.3e-07,19,0
TRANS,Tree,172,4.3e-07,17,0
ESCALAR,Hash,172,4.3e-07,51458,0
ESCALAR,Tree,172,4.3e-07,5054,0
SET,Hash,172,4.3e-07,48268,669776
SET,Tree,172,4.3e-07,116452,49448
GET,Hash,172,4.3e-07,7360,0
GET,Tree,172,4.3e-07,24766,0
SOMA,Hash,173,4.325e-07,374221,700704
SOMA,Tree,173,4.325e-07,266612,99296
MULT,Hash,173,4.325e-07,224976,640592
MULT,Tree,173,4.325e-07,33878,864
TRANS,Hash,173,4.325e-07,28,0
TRANS,Tree,173,4.325e-07,20,0
ESCALAR,Hash,173,4.325e-07,54509,0
ESCALAR,Tree,173,4.325e-07,5022,0
SET,Hash,173,4.325e-07,49986,669904
SET,Tree,173,4.325e-07,121171,49736
GET,Hash,173,4.325e-07,7808,0
GET,Tree,173,4.325e-07,26574,0
SOMA,Hash,174,4.35e-07,386484,700960
SOMA,Tree,174,4.35e-07,265687,99256
MULT,Hash,174,4.35e-07,225002,640336
MULT,Tree,174,4.35e-07,28955,288
TRANS,Hash,174,4.35e-07,20,0
TRANS,Tree,174,4.35e-07,24,0
ESCALAR,Hash,174,4.35e-07,51545,0
ESCALAR,Tree,174,4.35e-07,5124,0
SET,Hash,174,4.35e-07,48875,670032
SET,Tree,174,4.35e-07,119952,49936
GET,Hash,174,4.35e-07,6849,0
GET,Tree,174,4.35e-07,25339,0
SOMA,Hash,175,4.375e-07,390789,701216
SOMA,Tree,175,4.375e-07,262948,100184
MULT,Hash,175,4.375e-07,225941,640976
MULT,Tree,175,4.375e-07,32140,1728
TRANS,Hash,175,4.375e-07,21,0
TRANS,Tree,175,4.375e-07,23,0
ESCALAR,Hash,175,4.375e-07,51284,0
ESCALAR,Tree,175,4.375e-07,5025,0
SET,Hash,175,4.375e-07,48667,670160
SET,Tree,175,4.375e-07,118633,50400
GET,Hash,175,4.375e-07,7577,0
GET,Tree,175,4.375e-07,25470,0
SOMA,Hash,176,4.4e-07,392800,701472
SOMA,Tree,176,4.4e-07,269911,100496
MULT,Hash,176,4.4e-07,230433,640000
MULT,Tree,176,4.4e-07,27932,0
TRANS,Hash,176,4.4e-07,20,0
TRANS,Tree,176,4.4e-07,24,0
ESCALAR,Hash,176,4.4e-07,51855,0
ESCALAR,Tree,176,4.4e-07,5093,0
SET,Hash,176,4.4e-07,50245,670288
SET,Tree,176,4.4e-07,115283,50688
GET,Hash,176,4.4e-07,7110,0
GET,Tree,176,4.4e-07,24783,0
SOMA,Hash,177,4.425e-07,376571,701728
SOMA,Tree,177,4.425e-07,269297,101160
MULT,Hash,177,4.425e-07,225345,640592
MULT,Tree,177,4.425e-07,30304,864
TRANS,Hash,177,4.425e-07,20,0
TRANS,Tree,177,4.425e-07,27,0
ESCALAR,Hash,177,4.425e-07,51315,0
ESCALAR,Tree,177,4.425e-07,5265,0
SET,Hash,177,4.425e-07,48463,670416
SET,Tree,177,4.425e-07,118113,50712
GET,Hash,177,4.425e-07,7171,0
GET,Tree,177,4.425e-07,25647,0
SOMA,Hash,178,4.45e-07,390822,701984
SOMA,Tree,178,4.45e-07,270431,101912
MULT,Hash,178,4.45e-07,231896,640000
MULT,Tree,178,4.45e-07,28697,0
TRANS,Hash,178,4.45e-07,19,0
TRANS,Tree,178,4.45e-07,23,0
ESCALAR,Hash,178,4.45e-07,51539,0
ESCALAR,Tree,178,4.45e-07,5216,0
SET,Hash,178,4.45e-07,51476,670544
SET,Tree,178,4.45e-07,121070,51264
GET,Hash,178,4.45e-07,6902,0
GET,Tree,178,4.45e-07,25681,0
SOMA,Hash,179,4.475e-07,380931,702240
SOMA,Tree,179,4.475e-07,268907,102576
MULT,Hash,179,4.475e-07,225258,640592
MULT,Tree,179,4.475e-07,32250,864
TRANS,Hash,179,4.475e-07,21,0
TRANS,Tree,179,4.475e-07,26,0
ESCALAR,Hash,179,4.475e-07,51461,0
ESCALAR,Tree,179,4.475e-07,5378,0
SET,Hash,179,4.475e-07,48170,670672
SET,Tree,179,4.475e-07,120362,51376
GET,Hash,179,4.475e-07,7481,0
GET,Tree,179,4.475e-07,25243,0
SOMA,Hash,180,4.5e-07,379560,702496
SOMA,Tree,180,4.5e-07,282869,103240
MULT,Hash,180,4.5e-07,229553,640000
MULT,Tree,180,4.5e-07,29557,0
TRANS,Hash,180,4.5e-07,20,0
TRANS,Tree,180,4.5e-07,21,0
ESCALAR,Hash,180,4.5e-07,51335,0
ESCALAR,Tree,180,4.5e-07,5412,0
SET,Hash,180,4.5e-07,52178,670800
SET,Tree,180,4.5e-07,119285,51664
GET,Hash,180,4.5e-07,8200,0
GET,Tree,180,4.5e-07,25717,0
SOMA,Hash,181,4.525e-07,392835,702752
SOMA,Tree,181,4.525e-07,278208,103992
MULT,Hash,181,4.525e-07,225670,640464
MULT,Tree,181,4.525e-07,32598,576
TRANS,Hash,181,4.525e-07,20,0
TRANS,Tree,181,4.525e-07,20,0
ESCALAR,Hash,181,4.525e-07,51443,0
ESCALAR,Tree,181,4.525e-07,5194,0
SET,Hash,181,4.525e-07,49843,670928
SET,Tree,181,4.525e-07,124356,51952
GET,Hash,181,4.525e-07,7813,0
GET,Tree,181,4.525e-07,27031,0
SOMA,Hash,182,4.55e-07,394034,703008
SOMA,Tree,182,4.55e-07,281003,103776
MULT,Hash,182,4.55e-07,223863,640000
MULT,Tree,182,4.55e-07,28542,0
TRANS,Hash,182,4.55e-07,20,0
TRANS,Tree,182,4.55e-07,18,0
ESCALAR,Hash,182,4.55e-07,51666,0
ESCALAR,Tree,182,4.55e-07,6078,0
SET,Hash,182,4.55e-07,63133,671056
SET,Tree,182,4.55e-07,153284,52328
GET,Hash,182,4.55e-07,8183,0
GET,Tree,182,4.55e-07,29016,0
SOMA,Hash,183,4.575e-07,386319,703264
SOMA,Tree,183,4.575e-07,276984,104880
MULT,Hash,183,4.575e-07,226499,640336
MULT,Tree,183,4.575e-07,29924,288
TRANS,Hash,183,4.575e-07,20,0
TRANS,Tree,183,4.575e-07,27,0
ESCALAR,Hash,183,4.575e-07,51447,0
ESCALAR,Tree,183,4.575e-07,5427,0
SET,Hash,183,4.575e-07,52409,671184
SET,Tree,183,4.575e-07,121105,52704
GET,Hash,183,4.575e-07,7903,0
GET,Tree,183,4.575e-07,26223,0
SOMA,Hash,184,4.6e-07,385478,703520
SOMA,Tree,184,4.6e-07,289945,105192
MULT,Hash,184,4.6e-07,352559,640464
MULT,Tree,184,4.6e-07,36730,576
TRANS,Hash,184,4.6e-07,38,0
TRANS,Tree,184,4.6e-07,23,0
ESCALAR,Hash,184,4.6e-07,51860,0
ESCALAR,Tree,184,4.6e-07,5988,0
SET,Hash,184,4.6e-07,50024,671312
SET,Tree,184,4.6e-07,140724,52728
GET,Hash,184,4.6e-07,7415,0
GET,Tree,184,4.6e-07,31762,0
SOMA,Hash,185,4.625e-07,403764,703776
SOMA,Tree,185,4.625e-07,284531,105680
MULT,Hash,185,4.625e-07,227534,640000
MULT,Tree,185,4.625e-07,30299,0
TRANS,Hash,185,4.625e-07,20,0
TRANS,Tree,185,4.625e-07,25,0
ESCALAR,Hash,185,4.625e-07,51448,0
ESCALAR,Tree,185,4.625e-07,5401,0
SET,Hash,185,4.625e-07,50828,671440
SET,Tree,185,4.625e-07,124810,53192
GET,Hash,185,4.625e-07,7556,0
GET,Tree,185,4.625e-07,26697,0
SOMA,Hash,186,4.65e-07,395827,704032
SOMA,Tree,186,4.65e-07,285538,106256
MULT,Hash,186,4.65e-07,228349,640464
MULT,Tree,186,4.65e-07,31247,576
TRANS,Hash,186,4.65e-07,27,0
TRANS,Tree,186,4.65e-07,21,0
ESCALAR,Hash,186,4.65e-07,51498,0
ESCALAR,Tree,186,4.65e-07,6195,0
SET,Hash,186,4.65e-07,49289,671568
SET,Tree,186,4.65e-07,131732,53480
GET,Hash,186,4.65e-07,7143,0
GET,Tree,186,4.65e-07,29275,0
SOMA,Hash,187,4.675e-07,401907,704288
SOMA,Tree,187,4.675e-07,278042,107184
MULT,Hash,187,4.675e-07,225657,640336
MULT,Tree,187,4.675e-07,30947,288
TRANS,Hash,187,4.675e-07,23,0
TRANS,Tree,187,4.675e-07,21,0
ESCALAR,Hash,187,4.675e-07,51708,0
ESCALAR,Tree,187,4.675e-07,5433,0
SET,Hash,187,4.675e-07,49610,671696
SET,Tree,187,4.675e-07,123825,53768
GET,Hash,187,4.675e-07,7831,0
GET,Tree,187,4.675e-07,25959,0
SOMA,Hash,188,4.7e-07,384020,704544
SOMA,Tree,188,4.7e-07,288425,107408
MULT,Hash,188,4.7e-07,226536,640720
MULT,Tree,188,4.7e-07,31621,1152
TRANS,Hash,188,4.7e-07,20,0
TRANS,Tree,188,4.7e-07,21,0
ESCALAR,Hash,188,4.7e-07,51475,0
ESCALAR,Tree,188,4.7e-07,5465,0
SET,Hash,188,4.7e-07,49178,671824
SET,Tree,188,4.7e-07,128028,54144
GET,Hash,188,4.7e-07,7386,0
GET,Tree,188,4.7e-07,27200,0
SOMA,Hash,189,4.725e-07,399016,704800
SOMA,Tree,189,4.725e-07,287527,108424
MULT,Hash,189,4.725e-07,228259,640720
MULT,Tree,189,4.725e-07,32810,1152
TRANS,Hash,189,4.725e-07,20,0
TRANS,Tree,189,4.725e-07,27,0
ESCALAR,Hash,189,4.725e-07,51634,0
ESCALAR,Tree,189,4.725e-07,5591,0
SET,Hash,189,4.725e-07,53552,671952
SET,Tree,189,4.725e-07,139522,53992
GET,Hash,189,4.725e-07,7869,0
GET,Tree,189,4.725e-07,30279,0
SOMA,Hash,190,4.75e-07,408459,705056
SOMA,Tree,190,4.75e-07,298183,109176
MULT,Hash,190,4.75e-07,228994,640464
MULT,Tree,190,4.75e-07,31299,576
TRANS,Hash,190,4.75e-07,27,0
TRANS,Tree,190,4.75e-07,20,0
ESCALAR,Hash,190,4.75e-07,52183,0
ESCALAR,Tree,190,4.75e-07,5563,0
SET,Hash,190,4.75e-07,53079,672080
SET,Tree,190,4.75e-07,129342,54544
GET,Hash,190,4.75e-07,7860,0
GET,Tree,190,4.75e-07,27663,0
SOMA,Hash,191,4.775e-07,396278,705312
SOMA,Tree,191,4.775e-07,293204,109400
MULT,Hash,191,4.775e-07,234282,640336
MULT,Tree,191,4.775e-07,31881,288
TRANS,Hash,191,4.775e-07,20,0
TRANS,Tree,191,4.775e-07,28,0
ESCALAR,Hash,191,4.775e-07,51552,0
ESCALAR,Tree,191,4.775e-07,5564,0
SET,Hash,191,4.775e-07,51960,672208
SET,Tree,191,4.775e-07,131255,55008
GET,Hash,191,4.775e-07,7848,0
GET,Tree,191,4.775e-07,28032,0
SOMA,Hash,192,4.8e-07,396580,705568
SOMA,Tree,192,4.8e-07,295331,109888
MULT,Hash,192,4.8e-07,226734,640720
MULT,Tree,192,4.8e-07,32974,1152
TRANS,Hash,192,4.8e-07,20,0
TRANS,Tree,192,4.8e-07,19,0
ESCALAR,Hash,192,4.8e-07,51409,0
ESCALAR,Tree,192,4.8e-07,5686,0
SET,Hash,192,4.8e-07,52469,672336
SET,Tree,192,4.8e-07,126992,55032
GET,Hash,192,4.8e-07,8445,0
GET,Tree,192,4.8e-07,27429,0
SOMA,Hash,193,4.825e-07,402248,705824
SOMA,Tree,193,4.825e-07,298529,110112
MULT,Hash,193,4.825e-07,225211,640336
MULT,Tree,193,4.825e-07,31824,288
TRANS,Hash,193,4.825e-07,20,0
TRANS,Tree,193,4.825e-07,22,0
ESCALAR,Hash,193,4.825e-07,51910,0
ESCALAR,Tree,193,4.825e-07,5533,0
SET,Hash,193,4.825e-07,52609,672464
SET,Tree,193,4.825e-07,131014,55320
GET,Hash,193,4.825e-07,8224,0
GET,Tree,193,4.825e-07,28730,0
SOMA,Hash,194,4.85e-07,392468,706080
SOMA,Tree,194,4.85e-07,298545,111128
MULT,Hash,194,4.85e-07,227175,640000
MULT,Tree,194,4.85e-07,30446,0
TRANS,Hash,194,4.85e-07,26,0
TRANS,Tree,194,4.85e-07,22,0
ESCALAR,Hash,194,4.85e-07,51617,0
ESCALAR,Tree,194,4.85e-07,5989,0
SET,Hash,194,4.85e-07,51344,672592
SET,Tree,194,4.85e-07,131986,55696
GET,Hash,194,4.85e-07,7882,0
GET,Tree,194,4.85e-07,28201,0
SOMA,Hash,195,4.875e-07,403431,706336
SOMA,Tree,195,4.875e-07,297575,111704
MULT,Hash,195,4.875e-07,226520,640720
MULT,Tree,195,4.875e-07,33299,1152
TRANS,Hash,195,4.875e-07,19,0
TRANS,Tree,195,4.875e-07,24,0
ESCALAR,Hash,195,4.875e-07,51983,0
ESCALAR,Tree,195,4.875e-07,5789,0
SET,Hash,195,4.875e-07,50778,672720
SET,Tree,195,4.875e-07,131834,56072
GET,Hash,195,4.875e-07,7970,0
GET,Tree,195,4.875e-07,27852,0
SOMA,Hash,196,4.9e-07,387537,706592
SOMA,Tree,196,4.9e-07,300465,112192
MULT,Hash,196,4.9e-07,228705,640592
MULT,Tree,196,4.9e-07,33720,864
TRANS,Hash,196,4.9e-07,19,0
TRANS,Tree,196,4.9e-07,21,0
ESCALAR,Hash,196,4.9e-07,52431,0
ESCALAR,Tree,196,4.9e-07,5870,0
SET,Hash,196,4.9e-07,51807,672848
SET,Tree,196,4.9e-07,149995,55920
GET,Hash,196,4.9e-07,8430,0
GET,Tree,196,4.9e-07,35900,0
SOMA,Hash,197,4.925e-07,400740,706848
SOMA,Tree,197,4.925e-07,305206,112856
MULT,Hash,197,4.925e-07,226187,640848
MULT,Tree,197,4.925e-07,37076,1440
TRANS,Hash,197,4.925e-07,20,0
TRANS,Tree,197,4.925e-07,19,0
ESCALAR,Hash,197,4.925e-07,51653,0
ESCALAR,Tree,197,4.925e-07,5860,0
SET,Hash,197,4.925e-07,53111,672976
SET,Tree,197,4.925e-07,139260,56560
GET,Hash,197,4.925e-07,7985,0
GET,Tree,197,4.925e-07,29722,0
SOMA,Hash,198,4.95e-07,392326,707104
SOMA,Tree,198,4.95e-07,298730,112640
MULT,Hash,198,4.95e-07,225962,640464
MULT,Tree,198,4.95e-07,33872,576
TRANS,Hash,198,4.95e-07,20,0
TRANS,Tree,198,4.95e-07,20,0
ESCALAR,Hash,198,4.95e-07,51722,0
ESCALAR,Tree,198,4.95e-07,5843,0
SET,Hash,198,4.95e-07,52016,673104
SET,Tree,198,4.95e-07,131773,56672
GET,Hash,198,4.95e-07,8280,0
GET,Tree,198,4.95e-07,28151,0
SOMA,Hash,199,4.975e-07,394928,707360
SOMA,Tree,199,4.975e-07,305786,114184
MULT,Hash,199,4.975e-07,225247,640336
MULT,Tree,199,4.975e-07,33305,288
TRANS,Hash,199,4.975e-07,19,0
TRANS,Tree,199,4.975e-07,19,0
ESCALAR,Hash,199,4.975e-07,51832,0
ESCALAR,Tree,199,4.975e-07,6138,0
SET,Hash,199,4.975e-07,56655,673232
SET,Tree,199,4.975e-07,132186,57224
GET,Hash,199,4.975e-07,9008,0
GET,Tree,199,4.975e-07,27956,0
SOMA,Hash,200,5e-07,388375,707616
SOMA,Tree,200,5e-07,308916,114408
MULT,Hash,200,5e-07,228364,640000
MULT,Tree,200,5e-07,33075,0
TRANS,Hash,200,5e-07,19,0
TRANS,Tree,200,5e-07,21,0
ESCALAR,Hash,200,5e-07,51598,0
ESCALAR,Tree,200,5e-07,5965,0
SET,Hash,200,5e-07,53270,673360
SET,Tree,200,5e-07,137558,57336
GET,Hash,200,5e-07,8104,0
GET,Tree,200,5e-07,30038,0
SOMA,Hash,201,5.025e-07,407878,707872
SOMA,Tree,201,5.025e-07,303692,115072
MULT,Hash,201,5.025e-07,230274,640592
MULT,Tree,201,5.025e-07,34689,864
TRANS,Hash,201,5.025e-07,20,0
TRANS,Tree,201,5.025e-07,23,0
ESCALAR,Hash,201,5.025e-07,51637,0
ESCALAR,Tree,201,5.025e-07,5773,0
SET,Hash,201,5.025e-07,52865,673488
SET,Tree,201,5.025e-07,134091,57712
GET,Hash,201,5.025e-07,8046,0
GET,Tree,201,5.025e-07,28834,0
SOMA,Hash,211,5.275e-07,405317,710432
SOMA,Tree,211,5.275e-07,324788,120832
MULT,Hash,211,5.275e-07,226822,640464
MULT,Tree,211,5.275e-07,35962,576
TRANS,Hash,211,5.275e-07,19,0
TRANS,Tree,211,5.275e-07,20,0
ESCALAR,Hash,211,5.275e-07,51953,0
ESCALAR,Tree,211,5.275e-07,6069,0
SET,Hash,211,5.275e-07,56359,674768
SET,Tree,211,5.275e-07,142993,60592
GET,Hash,211,5.275e-07,8870,0
GET,Tree,211,5.275e-07,30921,0
SOMA,Hash,221,5.525e-07,418785,712992
SOMA,Tree,221,5.525e-07,347993,126504
MULT,Hash,221,5.525e-07,226106,640592
MULT,Tree,221,5.525e-07,39124,864
TRANS,Hash,221,5.525e-07,19,0
TRANS,Tree,221,5.525e-07,18,0
ESCALAR,Hash,221,5.525e-07,52055,0
ESCALAR,Tree,221,5.525e-07,6513,0
SET,Hash,221,5.525e-07,57425,676048
SET,Tree,221,5.525e-07,149394,63384
GET,Hash,221,5.525e-07,9340,0
GET,Tree,221,5.525e-07,31666,0
SOMA,Hash,231,5.775e-07,405474,715552
SOMA,Tree,231,5.775e-07,359257,132440
MULT,Hash,231,5.775e-07,227234,640592
MULT,Tree,231,5.775e-07,43569,864
TRANS,Hash,231,5.775e-07,19,0
TRANS,Tree,231,5.775e-07,28,0
ESCALAR,Hash,231,5.775e-07,51981,0
ESCALAR,Tree,231,5.775e-07,6998,0
SET,Hash,231,5.775e-07,61541,677328
SET,Tree,231,5.775e-07,159871,66176
GET,Hash,231,5.775e-07,9889,0
GET,Tree,231,5.775e-07,34742,0
SOMA,Hash,241,6.025e-07,432082,718112
SOMA,Tree,241,6.025e-07,377365,137760
MULT,Hash,241,6.025e-07,229307,640720
MULT,Tree,241,6.025e-07,41595,1152
TRANS,Hash,241,6.025e-07,20,0
TRANS,Tree,241,6.025e-07,22,0
ESCALAR,Hash,241,6.025e-07,52620,0
ESCALAR,Tree,241,6.025e-07,7179,0
SET,Hash,241,6.025e-07,59965,678608
SET,Tree,241,6.025e-07,162954,68968
GET,Hash,241,6.025e-07,10035,0
GET,Tree,241,6.025e-07,36150,0
SOMA,Hash,251,6.275e-07,469561,720672
SOMA,Tree,251,6.275e-07,398722,143872
MULT,Hash,251,6.275e-07,250342,640464
MULT,Tree,251,6.275e-07,42979,576
